ID,MEAN_HYP:1,MEAN_HYP:2,MEAN_HYP:3,MEAN_FCT_HOD:1,MEAN_FCT_HOD:2,MEAN_FCT_HOD:3,MEAN_FCT_AL,MEAN_FCT_OL,MEAN_FCT_SF,MEAN_FCT_OT,MEAN_FCT_CM,NB_SPC,folds_split_C
enabled_col,T,T,T,T,T,T,T,T,T,T,T,F,F
117355,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117356,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117357,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117358,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117359,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.000,5,F:NA
117360,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
117361,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
117362,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
117363,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
117757,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
117758,0.500,0.000,0.500,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117759,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
117760,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117761,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117762,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
117763,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
117764,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
117765,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
117766,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
117767,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
117768,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117769,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
117770,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117771,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
117772,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
117773,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.000,5,F:NA
117774,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117775,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117776,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117777,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117778,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117779,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
117780,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.000,5,F:NA
117781,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.000,5,F:NA
117782,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.000,5,F:NA
117783,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
117784,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118182,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118183,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118184,0.500,0.000,0.500,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118185,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118186,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118187,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118188,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118189,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
118190,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
118191,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118192,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
118193,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
118194,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118195,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118196,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118197,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.000,5,F:NA
118198,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.000,5,F:NA
118199,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118200,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118201,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118202,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118203,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118204,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118205,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118206,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118207,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118208,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118612,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118613,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118614,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118616,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118617,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118618,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
118619,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118620,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
118621,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118622,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
118623,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
118624,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
118625,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118626,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118627,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118628,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118629,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118630,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118631,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118632,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118633,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118634,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118635,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118636,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118637,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118638,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
118639,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119050,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119051,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119052,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119053,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119054,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119055,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119056,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119057,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119058,0.600,0.000,0.400,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
119059,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,6,F:NA
119060,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119061,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119062,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119063,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119064,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119065,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119066,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119067,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119068,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119069,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119070,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119071,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119072,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119073,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119074,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119075,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119076,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119490,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119492,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119493,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119496,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119497,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119498,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119499,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
119500,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,6,F:NA
119501,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
119502,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119503,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119504,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119505,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119506,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119507,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119508,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119509,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119510,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119511,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119512,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119513,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119514,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119515,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119516,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
119517,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
119518,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119935,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119937,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119938,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119942,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119943,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119944,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119945,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119946,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
119947,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119948,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119949,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.000,5,F:NA
119950,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119951,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119952,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119953,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119954,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119955,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
119956,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119957,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119958,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119959,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119960,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119961,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119962,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.000,5,F:NA
119963,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.200,0.000,5,F:NA
119964,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
119965,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120388,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120389,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120390,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120391,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
120392,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120393,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
120394,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
120395,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120396,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120397,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120398,0.800,0.200,0.000,1.000,0.000,0.000,0.000,1.000,0.200,0.000,0.000,5,F:NA
120399,0.667,0.167,0.167,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.000,6,F:NA
120400,0.667,0.167,0.167,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.000,6,F:NA
120401,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120402,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120403,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120404,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120405,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120406,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120407,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120408,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120409,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120410,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120411,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120412,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120413,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
120414,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
120415,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120416,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120417,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120843,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120845,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120846,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120847,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
120848,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
120849,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120850,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120851,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120852,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120853,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
120854,0.600,0.200,0.200,1.000,0.000,0.000,0.000,1.000,0.200,0.000,0.000,5,F:NA
120855,0.667,0.167,0.167,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.000,6,F:NA
120856,0.667,0.167,0.167,1.000,0.000,0.000,0.000,1.000,0.167,0.167,0.000,6,F:NA
120857,0.750,0.250,0.000,1.000,0.000,0.000,0.000,1.000,0.250,0.000,0.000,4,F:NA
120858,0.750,0.250,0.000,1.000,0.000,0.000,0.000,1.000,0.250,0.000,0.000,4,F:NA
120859,0.750,0.250,0.000,1.000,0.000,0.000,0.000,1.000,0.250,0.000,0.000,4,F:NA
120860,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120861,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120862,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120863,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120864,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120865,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120866,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120867,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120868,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120869,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
120870,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
120871,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120872,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
120873,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
121306,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
121307,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
121308,0.667,0.000,0.333,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
121309,0.800,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,5,F:NA
121310,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
121311,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
121312,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
121313,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,4,F:NA
121314,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
121315,0.750,0.000,0.250,1.000,0.000,0.000,0.000,1.000,0.000,0.250,0.000,4,F:NA
121316,0.600,0.200,0.200,1.000,0.000,0.000,0.000,1.000,0.200,0.000,0.000,5,F:NA
121317,0.667,0.167,0.167,1.000,0.000,0.000,0.000,1.000,0.167,0.000,0.000,6,F:NA
121318,0.667,0.167,0.167,1.000,0.000,0.000,0.000,1.000,0.167,0.000,0.000,6,F:NA
121319,0.750,0.250,0.000,1.000,0.000,0.000,0.000,1.000,0.250,0.000,0.000,4,F:NA
121320,0.750,0.250,0.000,1.000,0.000,0.000,0.000,1.000,0.250,0.000,0.000,4,F:NA
121321,0.750,0.250,0.000,1.000,0.000,0.000,0.000,1.000,0.250,0.000,0.000,4,F:NA
121322,0.750,0.250,0.000,1.000,0.000,0.000,0.000,1.000,0.250,0.000,0.000,4,F:NA
121323,0.750,0.250,0.000,1.000,0.000,0.000,0.000,1.000,0.250,0.000,0.000,4,F:NA
121324,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
121325,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
121326,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
121327,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
121328,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
121329,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3,F:NA
